id,Rings
97634,6
97635,5
97636,9
97637,5
97638,7
97639,8
97640,12
97641,7
97642,7
97643,7
97644,9
97645,13
97646,6
97647,9
97648,9
97649,7
97650,10
97651,8
97652,9
97653,6
97654,7
97655,7
97656,7
97657,7
97658,13
97659,12
97660,10
97661,7
97662,9
97663,7
97664,9
97665,6
97666,7
97667,8
97668,8
97669,7
97670,7
97671,7
97672,9
97673,7
97674,13
97675,7
97676,7
97677,8
97678,10
97679,8
97680,8
97681,7
97682,7
97683,7
97684,7
97685,10
97686,7
97687,9
97688,9
97689,9
97690,7
97691,9
97692,9
97693,7
97694,9
97695,7
97696,7
97697,8
97698,9
97699,7
97700,9
97701,6
97702,7
97703,9
97704,9
97705,9
97706,10
97707,7
97708,7
97709,7
97710,7
97711,7
97712,10
97713,8
97714,13
97715,7
97716,13
97717,7
97718,8
97719,10
97720,10
97721,7
97722,7
97723,6
97724,6
97725,7
97726,13
97727,7
97728,7
97729,13
97730,6
97731,9
97732,10
97733,8
97734,7
97735,8
97736,10
97737,13
97738,6
97739,10
97740,7
97741,10
97742,10
97743,10
97744,13
97745,7
97746,9
97747,6
97748,7
97749,8
97750,7
97751,10
97752,9
97753,9
97754,9
97755,7
97756,8
97757,7
97758,7
97759,7
97760,7
97761,10
97762,8
97763,8
97764,10
97765,6
97766,13
97767,7
97768,7
97769,7
97770,7
97771,6
97772,9
97773,7
97774,9
97775,6
97776,6
97777,19
97778,7
97779,7
97780,7
97781,7
97782,8
97783,7
97784,10
97785,7
97786,7
97787,7
97788,13
97789,9
97790,6
97791,13
97792,9
97793,9
97794,8
97795,7
97796,6
97797,7
97798,9
97799,7
97800,8
97801,9
97802,10
97803,7
97804,7
97805,13
97806,7
97807,9
97808,13
97809,7
97810,6
97811,9
97812,9
97813,7
97814,10
97815,8
97816,12
97817,8
97818,6
97819,8
97820,6
97821,10
97822,9
97823,7
97824,9
97825,7
97826,7
97827,13
97828,7
97829,7
97830,10
97831,7
97832,7
97833,6
97834,6
97835,8
97836,7
97837,13
97838,7
97839,7
97840,7
97841,7
97842,8
97843,9
97844,8
97845,7
97846,7
97847,10
97848,9
97849,7
97850,10
97851,6
97852,6
97853,7
97854,9
97855,7
97856,7
97857,7
97858,7
97859,7
97860,7
97861,7
97862,7
97863,7
97864,10
97865,13
97866,7
97867,13
97868,9
97869,10
97870,7
97871,7
97872,7
97873,13
97874,7
97875,13
97876,10
97877,7
97878,9
97879,13
97880,8
97881,7
97882,12
97883,7
97884,7
97885,7
97886,10
97887,7
97888,9
97889,9
97890,7
97891,13
97892,6
97893,7
97894,8
97895,7
97896,7
97897,9
97898,7
97899,13
97900,8
97901,9
97902,13
97903,7
97904,13
97905,10
97906,7
97907,7
97908,7
97909,7
97910,13
97911,10
97912,9
97913,9
97914,7
97915,6
97916,6
97917,7
97918,10
97919,10
97920,7
97921,8
97922,7
97923,8
97924,7
97925,6
97926,10
97927,7
97928,9
97929,7
97930,8
97931,6
97932,7
97933,8
97934,7
97935,9
97936,7
97937,6
97938,7
97939,7
97940,9
97941,9
97942,9
97943,13
97944,7
97945,7
97946,6
97947,7
97948,7
97949,12
97950,7
97951,7
97952,13
97953,7
97954,7
97955,8
97956,7
97957,13
97958,7
97959,7
97960,9
97961,6
97962,6
97963,8
97964,6
97965,13
97966,7
97967,6
97968,7
97969,6
97970,7
97971,7
97972,6
97973,10
97974,10
97975,7
97976,7
97977,8
97978,7
97979,12
97980,6
97981,10
97982,7
97983,7
97984,6
97985,10
97986,9
97987,9
97988,6
97989,7
97990,10
97991,7
97992,7
97993,13
97994,10
97995,8
97996,9
97997,7
97998,9
97999,8
98000,9
98001,7
98002,7
98003,7
98004,6
98005,7
98006,8
98007,6
98008,9
98009,6
98010,13
98011,10
98012,10
98013,9
98014,7
98015,10
98016,6
98017,10
98018,8
98019,7
98020,6
98021,7
98022,13
98023,13
98024,7
98025,7
98026,8
98027,7
98028,7
98029,7
98030,7
98031,7
98032,7
98033,8
98034,7
98035,10
98036,8
98037,9
98038,8
98039,10
98040,9
98041,8
98042,9
98043,9
98044,9
98045,9
98046,7
98047,7
98048,9
98049,7
98050,7
98051,8
98052,7
98053,9
98054,7
98055,6
98056,13
98057,7
98058,6
98059,7
98060,6
98061,6
98062,7
98063,6
98064,13
98065,10
98066,9
98067,10
98068,8
98069,10
98070,6
98071,7
98072,6
98073,7
98074,9
98075,7
98076,8
98077,9
98078,6
98079,7
98080,10
98081,7
98082,8
98083,7
98084,7
98085,6
98086,9
98087,10
98088,6
98089,6
98090,10
98091,7
98092,7
98093,7
98094,7
98095,6
98096,9
98097,6
98098,10
98099,7
98100,9
98101,12
98102,12
98103,8
98104,10
98105,7
98106,7
98107,6
98108,7
98109,7
98110,7
98111,7
98112,7
98113,7
98114,10
98115,13
98116,7
98117,8
98118,10
98119,9
98120,9
98121,7
98122,7
98123,12
98124,8
98125,7
98126,13
98127,9
98128,6
98129,7
98130,9
98131,6
98132,9
98133,7
98134,8
98135,7
98136,7
98137,6
98138,7
98139,8
98140,19
98141,7
98142,6
98143,6
98144,9
98145,7
98146,8
98147,8
98148,10
98149,10
98150,6
98151,6
98152,10
98153,13
98154,10
98155,7
98156,7
98157,6
98158,7
98159,7
98160,9
98161,8
98162,6
98163,9
98164,9
98165,7
98166,8
98167,7
98168,7
98169,8
98170,9
98171,13
98172,13
98173,7
98174,7
98175,6
98176,9
98177,13
98178,9
98179,10
98180,9
98181,7
98182,7
98183,9
98184,13
98185,13
98186,9
98187,8
98188,13
98189,7
98190,8
98191,7
98192,9
98193,6
98194,7
98195,6
98196,7
98197,6
98198,7
98199,7
98200,13
98201,10
98202,8
98203,10
98204,7
98205,8
98206,7
98207,10
98208,10
98209,8
98210,8
98211,7
98212,10
98213,7
98214,7
98215,8
98216,9
98217,6
98218,10
98219,7
98220,8
98221,7
98222,7
98223,7
98224,7
98225,7
98226,6
98227,10
98228,7
98229,6
98230,7
98231,7
98232,6
98233,8
98234,13
98235,7
98236,8
98237,7
98238,9
98239,13
98240,10
98241,7
98242,7
98243,10
98244,13
98245,13
98246,10
98247,7
98248,9
98249,7
98250,7
98251,7
98252,7
98253,6
98254,7
98255,10
98256,10
98257,7
98258,19
98259,7
98260,8
98261,9
98262,7
98263,7
98264,7
98265,8
98266,7
98267,7
98268,9
98269,7
98270,7
98271,8
98272,7
98273,10
98274,7
98275,7
98276,13
98277,7
98278,10
98279,7
98280,7
98281,9
98282,6
98283,11
98284,10
98285,10
98286,9
98287,7
98288,7
98289,7
98290,7
98291,13
98292,8
98293,7
98294,10
98295,10
98296,7
98297,10
98298,9
98299,13
98300,9
98301,9
98302,7
98303,7
98304,8
98305,6
98306,13
98307,12
98308,6
98309,13
98310,6
98311,7
98312,6
98313,6
98314,12
98315,9
98316,8
98317,6
98318,6
98319,8
98320,8
98321,6
98322,8
98323,7
98324,7
98325,6
98326,6
98327,7
98328,9
98329,7
98330,13
98331,6
98332,7
98333,9
98334,9
98335,9
98336,10
98337,7
98338,7
98339,10
98340,6
98341,13
98342,7
98343,7
98344,9
98345,7
98346,6
98347,13
98348,9
98349,6
98350,7
98351,8
98352,9
98353,9
98354,8
98355,9
98356,9
98357,10
98358,7
98359,7
98360,7
98361,13
98362,9
98363,8
98364,7
98365,13
98366,7
98367,9
98368,9
98369,13
98370,7
98371,13
98372,13
98373,7
98374,7
98375,7
98376,13
98377,7
98378,10
98379,9
98380,6
98381,19
98382,7
98383,6
98384,7
98385,10
98386,10
98387,9
98388,6
98389,13
98390,6
98391,7
98392,6
98393,8
98394,6
98395,6
98396,6
98397,7
98398,6
98399,6
98400,8
98401,6
98402,7
98403,13
98404,7
98405,9
98406,7
98407,6
98408,6
98409,7
98410,7
98411,6
98412,7
98413,13
98414,10
98415,13
98416,7
98417,13
98418,7
98419,8
98420,13
98421,7
98422,9
98423,8
98424,6
98425,13
98426,7
98427,8
98428,13
98429,8
98430,8
98431,7
98432,6
98433,9
98434,8
98435,9
98436,13
98437,7
98438,7
98439,6
98440,7
98441,7
98442,7
98443,13
98444,7
98445,7
98446,7
98447,8
98448,10
98449,6
98450,7
98451,8
98452,6
98453,9
98454,7
98455,7
98456,7
98457,9
98458,6
98459,7
98460,13
98461,10
98462,7
98463,12
98464,8
98465,6
98466,7
98467,6
98468,9
98469,9
98470,7
98471,7
98472,6
98473,8
98474,6
98475,7
98476,13
98477,10
98478,8
98479,7
98480,8
98481,8
98482,8
98483,10
98484,8
98485,7
98486,7
98487,7
98488,9
98489,7
98490,8
98491,7
98492,13
98493,7
98494,6
98495,7
98496,7
98497,7
98498,7
98499,7
98500,7
98501,7
98502,9
98503,6
98504,9
98505,6
98506,7
98507,7
98508,10
98509,10
98510,12
98511,13
98512,10
98513,7
98514,7
98515,6
98516,8
98517,8
98518,7
98519,10
98520,7
98521,8
98522,7
98523,13
98524,13
98525,13
98526,8
98527,7
98528,7
98529,7
98530,13
98531,9
98532,8
98533,7
98534,10
98535,7
98536,8
98537,6
98538,13
98539,13
98540,9
98541,13
98542,13
98543,8
98544,10
98545,9
98546,10
98547,13
98548,8
98549,9
98550,7
98551,7
98552,7
98553,6
98554,13
98555,13
98556,6
98557,9
98558,8
98559,9
98560,6
98561,8
98562,9
98563,7
98564,13
98565,7
98566,10
98567,7
98568,13
98569,7
98570,9
98571,10
98572,13
98573,5
98574,10
98575,7
98576,8
98577,8
98578,7
98579,7
98580,6
98581,7
98582,9
98583,7
98584,10
98585,7
98586,7
98587,9
98588,8
98589,7
98590,7
98591,8
98592,6
98593,7
98594,5
98595,7
98596,7
98597,7
98598,8
98599,8
98600,7
98601,7
98602,7
98603,7
98604,9
98605,8
98606,7
98607,9
98608,7
98609,10
98610,9
98611,7
98612,13
98613,8
98614,10
98615,7
98616,7
98617,10
98618,9
98619,10
98620,8
98621,7
98622,7
98623,7
98624,7
98625,13
98626,13
98627,7
98628,8
98629,7
98630,9
98631,6
98632,13
98633,7
98634,8
98635,7
98636,7
98637,10
98638,13
98639,6
98640,13
98641,6
98642,9
98643,13
98644,9
98645,7
98646,7
98647,7
98648,10
98649,9
98650,6
98651,10
98652,13
98653,10
98654,10
98655,13
98656,8
98657,7
98658,7
98659,13
98660,7
98661,6
98662,10
98663,8
98664,6
98665,7
98666,8
98667,6
98668,10
98669,7
98670,7
98671,6
98672,10
98673,13
98674,12
98675,12
98676,9
98677,6
98678,10
98679,9
98680,6
98681,9
98682,7
98683,6
98684,13
98685,7
98686,10
98687,7
98688,10
98689,7
98690,10
98691,7
98692,7
98693,7
98694,8
98695,8
98696,7
98697,9
98698,6
98699,13
98700,7
98701,13
98702,7
98703,7
98704,7
98705,10
98706,6
98707,7
98708,10
98709,7
98710,7
98711,8
98712,10
98713,9
98714,7
98715,8
98716,10
98717,10
98718,7
98719,6
98720,7
98721,7
98722,13
98723,8
98724,10
98725,13
98726,7
98727,7
98728,13
98729,8
98730,9
98731,9
98732,10
98733,13
98734,13
98735,7
98736,7
98737,7
98738,9
98739,13
98740,8
98741,10
98742,6
98743,8
98744,7
98745,6
98746,9
98747,10
98748,6
98749,8
98750,7
98751,7
98752,8
98753,13
98754,7
98755,6
98756,10
98757,9
98758,8
98759,9
98760,6
98761,10
98762,6
98763,6
98764,8
98765,8
98766,9
98767,7
98768,6
98769,7
98770,9
98771,9
98772,6
98773,6
98774,9
98775,7
98776,7
98777,9
98778,7
98779,6
98780,7
98781,7
98782,9
98783,13
98784,13
98785,7
98786,8
98787,6
98788,6
98789,13
98790,10
98791,7
98792,8
98793,6
98794,8
98795,13
98796,13
98797,10
98798,13
98799,7
98800,10
98801,6
98802,13
98803,7
98804,6
98805,7
98806,7
98807,6
98808,10
98809,6
98810,9
98811,7
98812,6
98813,9
98814,7
98815,9
98816,9
98817,9
98818,9
98819,7
98820,7
98821,7
98822,9
98823,9
98824,10
98825,7
98826,7
98827,10
98828,8
98829,8
98830,8
98831,9
98832,8
98833,6
98834,7
98835,7
98836,8
98837,9
98838,8
98839,7
98840,7
98841,7
98842,9
98843,9
98844,13
98845,7
98846,9
98847,7
98848,13
98849,7
98850,7
98851,7
98852,6
98853,10
98854,9
98855,9
98856,10
98857,9
98858,10
98859,8
98860,6
98861,9
98862,10
98863,7
98864,8
98865,7
98866,9
98867,9
98868,9
98869,7
98870,7
98871,7
98872,7
98873,13
98874,7
98875,7
98876,10
98877,7
98878,6
98879,9
98880,9
98881,9
98882,9
98883,7
98884,6
98885,7
98886,7
98887,12
98888,10
98889,12
98890,10
98891,7
98892,7
98893,6
98894,13
98895,8
98896,6
98897,7
98898,7
98899,7
98900,13
98901,6
98902,10
98903,10
98904,9
98905,6
98906,10
98907,9
98908,7
98909,10
98910,7
98911,7
98912,8
98913,7
98914,6
98915,9
98916,9
98917,7
98918,10
98919,8
98920,8
98921,7
98922,6
98923,7
98924,6
98925,8
98926,13
98927,7
98928,8
98929,9
98930,7
98931,7
98932,7
98933,9
98934,9
98935,8
98936,9
98937,7
98938,7
98939,13
98940,6
98941,13
98942,13
98943,13
98944,7
98945,6
98946,10
98947,7
98948,10
98949,7
98950,7
98951,7
98952,8
98953,7
98954,7
98955,9
98956,7
98957,6
98958,7
98959,9
98960,13
98961,10
98962,13
98963,9
98964,7
98965,13
98966,13
98967,6
98968,9
98969,8
98970,6
98971,8
98972,10
98973,8
98974,7
98975,6
98976,9
98977,7
98978,7
98979,7
98980,7
98981,6
98982,7
98983,7
98984,9
98985,13
98986,6
98987,6
98988,6
98989,9
98990,8
98991,7
98992,7
98993,13
98994,13
98995,8
98996,7
98997,13
98998,9
98999,7
99000,7
99001,8
99002,6
99003,13
99004,13
99005,6
99006,9
99007,7
99008,6
99009,7
99010,8
99011,9
99012,7
99013,7
99014,7
99015,7
99016,13
99017,7
99018,9
99019,9
99020,7
99021,12
99022,9
99023,6
99024,10
99025,13
99026,10
99027,8
99028,7
99029,6
99030,7
99031,7
99032,10
99033,7
99034,9
99035,7
99036,7
99037,13
99038,6
99039,6
99040,8
99041,6
99042,6
99043,7
99044,9
99045,13
99046,10
99047,13
99048,7
99049,7
99050,13
99051,7
99052,10
99053,7
99054,6
99055,13
99056,7
99057,13
99058,10
99059,9
99060,7
99061,7
99062,6
99063,13
99064,7
99065,7
99066,8
99067,8
99068,9
99069,9
99070,7
99071,7
99072,9
99073,6
99074,6
99075,6
99076,10
99077,10
99078,7
99079,10
99080,7
99081,7
99082,13
99083,6
99084,6
99085,7
99086,13
99087,13
99088,10
99089,7
99090,6
99091,9
99092,6
99093,8
99094,6
99095,7
99096,7
99097,9
99098,7
99099,8
99100,7
99101,8
99102,10
99103,10
99104,6
99105,7
99106,8
99107,13
99108,7
99109,10
99110,9
99111,8
99112,10
99113,10
99114,9
99115,10
99116,7
99117,8
99118,13
99119,10
99120,12
99121,7
99122,7
99123,13
99124,9
99125,9
99126,7
99127,8
99128,9
99129,7
99130,7
99131,6
99132,13
99133,7
99134,7
99135,12
99136,7
99137,8
99138,13
99139,6
99140,13
99141,8
99142,7
99143,7
99144,7
99145,13
99146,6
99147,9
99148,10
99149,8
99150,6
99151,9
99152,10
99153,8
99154,10
99155,8
99156,7
99157,9
99158,13
99159,7
99160,6
99161,10
99162,13
99163,8
99164,7
99165,7
99166,7
99167,7
99168,9
99169,6
99170,9
99171,9
99172,13
99173,10
99174,6
99175,7
99176,6
99177,6
99178,7
99179,9
99180,7
99181,6
99182,9
99183,10
99184,6
99185,10
99186,13
99187,10
99188,8
99189,6
99190,9
99191,13
99192,6
99193,8
99194,10
99195,6
99196,6
99197,13
99198,7
99199,8
99200,9
99201,7
99202,9
99203,10
99204,9
99205,7
99206,10
99207,8
99208,10
99209,13
99210,10
99211,9
99212,7
99213,6
99214,8
99215,7
99216,7
99217,8
99218,6
99219,10
99220,6
99221,9
99222,10
99223,7
99224,10
99225,9
99226,10
99227,7
99228,8
99229,7
99230,7
99231,7
99232,10
99233,13
99234,8
99235,7
99236,10
99237,13
99238,13
99239,10
99240,9
99241,13
99242,10
99243,7
99244,8
99245,7
99246,7
99247,7
99248,7
99249,7
99250,9
99251,9
99252,9
99253,9
99254,10
99255,7
99256,6
99257,6
99258,10
99259,6
99260,7
99261,9
99262,7
99263,6
99264,9
99265,7
99266,13
99267,6
99268,6
99269,9
99270,7
99271,6
99272,6
99273,7
99274,8
99275,13
99276,7
99277,10
99278,10
99279,8
99280,9
99281,9
99282,7
99283,7
99284,7
99285,6
99286,10
99287,13
99288,7
99289,13
99290,7
99291,7
99292,8
99293,9
99294,10
99295,7
99296,7
99297,8
99298,6
99299,13
99300,7
99301,6
99302,7
99303,8
99304,13
99305,7
99306,7
99307,6
99308,7
99309,7
99310,6
99311,7
99312,10
99313,10
99314,7
99315,7
99316,7
99317,6
99318,13
99319,7
99320,9
99321,7
99322,6
99323,7
99324,7
99325,8
99326,8
99327,9
99328,10
99329,8
99330,10
99331,8
99332,6
99333,7
99334,6
99335,7
99336,9
99337,10
99338,7
99339,8
99340,9
99341,8
99342,7
99343,7
99344,10
99345,10
99346,10
99347,6
99348,8
99349,10
99350,7
99351,7
99352,6
99353,7
99354,7
99355,7
99356,9
99357,9
99358,7
99359,13
99360,13
99361,10
99362,7
99363,6
99364,10
99365,13
99366,9
99367,9
99368,13
99369,7
99370,7
99371,13
99372,7
99373,6
99374,9
99375,6
99376,9
99377,6
99378,6
99379,7
99380,9
99381,9
99382,6
99383,7
99384,6
99385,7
99386,8
99387,6
99388,9
99389,8
99390,7
99391,7
99392,12
99393,7
99394,9
99395,7
99396,7
99397,13
99398,8
99399,13
99400,10
99401,6
99402,7
99403,9
99404,6
99405,7
99406,7
99407,13
99408,13
99409,9
99410,7
99411,7
99412,6
99413,13
99414,10
99415,8
99416,9
99417,13
99418,7
99419,13
99420,7
99421,7
99422,7
99423,8
99424,7
99425,6
99426,9
99427,7
99428,7
99429,13
99430,8
99431,8
99432,9
99433,6
99434,9
99435,7
99436,7
99437,8
99438,10
99439,8
99440,7
99441,13
99442,7
99443,7
99444,13
99445,13
99446,7
99447,8
99448,9
99449,9
99450,8
99451,6
99452,7
99453,7
99454,12
99455,7
99456,8
99457,9
99458,6
99459,7
99460,9
99461,7
99462,13
99463,7
99464,7
99465,13
99466,13
99467,7
99468,13
99469,7
99470,7
99471,8
99472,9
99473,12
99474,7
99475,10
99476,13
99477,10
99478,9
99479,10
99480,7
99481,6
99482,13
99483,7
99484,6
99485,7
99486,10
99487,8
99488,6
99489,7
99490,10
99491,8
99492,13
99493,8
99494,6
99495,6
99496,6
99497,12
99498,10
99499,10
99500,8
99501,7
99502,7
99503,7
99504,9
99505,7
99506,7
99507,9
99508,8
99509,7
99510,9
99511,8
99512,12
99513,7
99514,9
99515,19
99516,9
99517,7
99518,6
99519,7
99520,9
99521,9
99522,9
99523,9
99524,7
99525,13
99526,9
99527,9
99528,10
99529,6
99530,10
99531,10
99532,8
99533,6
99534,7
99535,7
99536,13
99537,7
99538,7
99539,10
99540,7
99541,7
99542,7
99543,8
99544,7
99545,6
99546,9
99547,6
99548,7
99549,13
99550,7
99551,9
99552,6
99553,8
99554,7
99555,10
99556,13
99557,7
99558,9
99559,9
99560,6
99561,7
99562,8
99563,7
99564,7
99565,6
99566,9
99567,7
99568,8
99569,9
99570,13
99571,7
99572,19
99573,10
99574,8
99575,7
99576,9
99577,6
99578,10
99579,13
99580,7
99581,7
99582,7
99583,6
99584,8
99585,7
99586,13
99587,9
99588,9
99589,6
99590,8
99591,6
99592,6
99593,7
99594,7
99595,7
99596,10
99597,6
99598,7
99599,8
99600,6
99601,8
99602,7
99603,13
99604,9
99605,9
99606,7
99607,7
99608,9
99609,7
99610,8
99611,13
99612,9
99613,9
99614,7
99615,7
99616,7
99617,8
99618,7
99619,8
99620,6
99621,7
99622,10
99623,10
99624,6
99625,7
99626,6
99627,7
99628,7
99629,6
99630,10
99631,7
99632,6
99633,8
99634,7
99635,13
99636,7
99637,6
99638,7
99639,7
99640,7
99641,8
99642,8
99643,10
99644,8
99645,6
99646,7
99647,6
99648,7
99649,7
99650,9
99651,8
99652,7
99653,10
99654,7
99655,10
99656,7
99657,8
99658,7
99659,7
99660,7
99661,13
99662,7
99663,6
99664,8
99665,7
99666,7
99667,9
99668,7
99669,10
99670,7
99671,8
99672,13
99673,6
99674,7
99675,9
99676,9
99677,10
99678,13
99679,8
99680,8
99681,7
99682,13
99683,7
99684,7
99685,10
99686,9
99687,8
99688,7
99689,8
99690,9
99691,7
99692,7
99693,7
99694,10
99695,7
99696,7
99697,7
99698,13
99699,9
99700,7
99701,8
99702,7
99703,7
99704,6
99705,6
99706,10
99707,13
99708,10
99709,8
99710,13
99711,10
99712,9
99713,6
99714,7
99715,7
99716,12
99717,7
99718,9
99719,7
99720,7
99721,10
99722,7
99723,10
99724,13
99725,8
99726,7
99727,6
99728,8
99729,13
99730,6
99731,8
99732,7
99733,6
99734,6
99735,6
99736,6
99737,7
99738,9
99739,13
99740,9
99741,7
99742,6
99743,9
99744,6
99745,6
99746,9
99747,7
99748,7
99749,9
99750,13
99751,9
99752,7
99753,7
99754,10
99755,9
99756,6
99757,8
99758,6
99759,7
99760,9
99761,10
99762,7
99763,9
99764,13
99765,7
99766,6
99767,6
99768,7
99769,6
99770,9
99771,10
99772,7
99773,7
99774,7
99775,8
99776,7
99777,7
99778,10
99779,8
99780,7
99781,6
99782,7
99783,13
99784,7
99785,10
99786,10
99787,8
99788,8
99789,6
99790,7
99791,6
99792,9
99793,9
99794,8
99795,13
99796,7
99797,10
99798,10
99799,8
99800,13
99801,7
99802,10
99803,13
99804,8
99805,8
99806,6
99807,8
99808,7
99809,6
99810,7
99811,7
99812,8
99813,10
99814,6
99815,9
99816,13
99817,8
99818,7
99819,7
99820,8
99821,13
99822,10
99823,7
99824,8
99825,13
99826,7
99827,9
99828,7
99829,8
99830,6
99831,9
99832,13
99833,9
99834,13
99835,7
99836,8
99837,8
99838,7
99839,7
99840,9
99841,7
99842,7
99843,7
99844,7
99845,6
99846,7
99847,13
99848,7
99849,13
99850,6
99851,8
99852,9
99853,7
99854,10
99855,7
99856,7
99857,7
99858,7
99859,7
99860,7
99861,7
99862,10
99863,6
99864,10
99865,8
99866,9
99867,8
99868,6
99869,7
99870,12
99871,7
99872,7
99873,10
99874,13
99875,7
99876,7
99877,7
99878,6
99879,6
99880,8
99881,6
99882,12
99883,6
99884,9
99885,9
99886,8
99887,10
99888,10
99889,9
99890,10
99891,7
99892,7
99893,6
99894,8
99895,13
99896,6
99897,8
99898,6
99899,6
99900,7
99901,7
99902,7
99903,6
99904,10
99905,12
99906,7
99907,6
99908,7
99909,7
99910,10
99911,6
99912,8
99913,8
99914,6
99915,7
99916,13
99917,9
99918,13
99919,6
99920,9
99921,9
99922,7
99923,10
99924,9
99925,10
99926,7
99927,6
99928,6
99929,6
99930,8
99931,12
99932,6
99933,7
99934,9
99935,7
99936,8
99937,7
99938,7
99939,9
99940,7
99941,8
99942,13
99943,7
99944,7
99945,9
99946,7
99947,9
99948,7
99949,7
99950,7
99951,8
99952,8
99953,7
99954,7
99955,6
99956,6
99957,9
99958,6
99959,9
99960,9
99961,13
99962,7
99963,9
99964,5
99965,13
99966,10
99967,13
99968,6
99969,7
99970,13
99971,7
99972,10
99973,10
99974,7
99975,7
99976,7
99977,8
99978,13
99979,7
99980,9
99981,10
99982,8
99983,7
99984,7
99985,9
99986,8
99987,7
99988,7
99989,9
99990,8
99991,6
99992,10
99993,9
99994,8
99995,8
99996,7
99997,5
99998,10
99999,9
100000,7
100001,10
100002,6
100003,10
100004,7
100005,13
100006,8
100007,12
100008,7
100009,7
100010,7
100011,13
100012,10
100013,13
100014,6
100015,9
100016,7
100017,10
100018,7
100019,9
100020,7
100021,7
100022,9
100023,7
100024,7
100025,9
100026,6
100027,7
100028,9
100029,10
100030,10
100031,7
100032,7
100033,5
100034,7
100035,7
100036,13
100037,8
100038,10
100039,9
100040,7
100041,9
100042,6
100043,13
100044,7
100045,6
100046,6
100047,7
100048,7
100049,7
100050,9
100051,12
100052,7
100053,13
100054,6
100055,10
100056,8
100057,8
100058,8
100059,7
100060,10
100061,8
100062,7
100063,6
100064,7
100065,6
100066,6
100067,6
100068,8
100069,8
100070,10
100071,7
100072,6
100073,7
100074,6
100075,13
100076,9
100077,7
100078,7
100079,7
100080,7
100081,13
100082,9
100083,9
100084,8
100085,13
100086,7
100087,8
100088,7
100089,13
100090,13
100091,9
100092,7
100093,6
100094,9
100095,6
100096,9
100097,13
100098,7
100099,7
100100,13
100101,7
100102,10
100103,9
100104,7
100105,10
100106,6
100107,6
100108,8
100109,8
100110,9
100111,7
100112,9
100113,6
100114,6
100115,8
100116,8
100117,7
100118,10
100119,6
100120,6
100121,6
100122,8
100123,6
100124,6
100125,8
100126,7
100127,7
100128,9
100129,6
100130,8
100131,7
100132,8
100133,7
100134,7
100135,8
100136,7
100137,7
100138,8
100139,9
100140,7
100141,10
100142,10
100143,13
100144,6
100145,13
100146,6
100147,6
100148,7
100149,7
100150,10
100151,10
100152,9
100153,12
100154,10
100155,7
100156,6
100157,9
100158,8
100159,13
100160,10
100161,13
100162,7
100163,13
100164,7
100165,6
100166,9
100167,7
100168,8
100169,13
100170,7
100171,7
100172,7
100173,7
100174,7
100175,13
100176,7
100177,10
100178,7
100179,7
100180,7
100181,7
100182,7
100183,9
100184,9
100185,8
100186,7
100187,7
100188,7
100189,9
100190,7
100191,7
100192,12
100193,6
100194,6
100195,7
100196,13
100197,7
100198,7
100199,10
100200,7
100201,13
100202,7
100203,10
100204,8
100205,9
100206,7
100207,7
100208,7
100209,6
100210,7
100211,7
100212,9
100213,7
100214,9
100215,7
100216,8
100217,9
100218,6
100219,8
100220,7
100221,6
100222,7
100223,9
100224,7
100225,7
100226,13
100227,10
100228,9
100229,13
100230,7
100231,6
100232,6
100233,8
100234,13
100235,12
100236,6
100237,8
100238,8
100239,6
100240,9
100241,10
100242,7
100243,7
100244,7
100245,9
100246,6
100247,12
100248,6
100249,7
100250,7
100251,10
100252,9
100253,9
100254,12
100255,7
100256,7
100257,13
100258,10
100259,7
100260,9
100261,9
100262,9
100263,10
100264,7
100265,7
100266,7
100267,10
100268,10
100269,8
100270,7
100271,8
100272,6
100273,7
100274,7
100275,7
100276,7
100277,6
100278,6
100279,13
100280,6
100281,6
100282,8
100283,9
100284,6
100285,7
100286,7
100287,7
100288,8
100289,8
100290,13
100291,9
100292,9
100293,8
100294,7
100295,7
100296,8
100297,7
100298,7
100299,7
100300,13
100301,7
100302,7
100303,9
100304,7
100305,10
100306,12
100307,7
100308,7
100309,6
100310,7
100311,9
100312,9
100313,13
100314,13
100315,10
100316,7
100317,6
100318,9
100319,6
100320,7
100321,7
100322,7
100323,13
100324,7
100325,6
100326,9
100327,7
100328,9
100329,9
100330,13
100331,10
100332,7
100333,9
100334,8
100335,10
100336,9
100337,9
100338,7
100339,8
100340,6
100341,9
100342,7
100343,6
100344,9
100345,7
100346,7
100347,7
100348,8
100349,7
100350,10
100351,6
100352,7
100353,9
100354,6
100355,7
100356,6
100357,7
100358,8
100359,7
100360,7
100361,7
100362,7
100363,10
100364,7
100365,13
100366,7
100367,10
100368,7
100369,8
100370,7
100371,7
100372,8
100373,12
100374,9
100375,7
100376,13
100377,7
100378,10
100379,10
100380,13
100381,7
100382,13
100383,8
100384,9
100385,8
100386,7
100387,7
100388,9
100389,7
100390,7
100391,7
100392,13
100393,9
100394,7
100395,6
100396,7
100397,8
100398,7
100399,10
100400,13
100401,8
100402,7
100403,10
100404,7
100405,7
100406,6
100407,6
100408,7
100409,10
100410,7
100411,6
100412,10
100413,10
100414,6
100415,10
100416,9
100417,13
100418,10
100419,10
100420,7
100421,9
100422,8
100423,8
100424,6
100425,9
100426,7
100427,6
100428,9
100429,6
100430,9
100431,7
